id,city,price,area,years_of_construction,number_of_rooms,have_balcony,have_garage,rating,category
1752,Paris,343973,31,2012,1,0,0,2.9000000000000004,medium
1753,Marseille,250351,69,2007,2,0,0,2.5,medium
1754,Paris,468344,47,2019,1,0,0,3.5,medium
1755,Paris,1153704,89,2009,1,0,1,3.7,medium
1756,Lyon,305157,59,2015,1,0,0,2.9000000000000004,medium
1757,Marseille,353463,96,2006,2,1,1,2.8,low
1758,Paris,749329,65,2009,2,0,0,4.0,high
1759,Marseille,526705,126,2022,3,0,0,3.3999999999999995,medium
1760,Marseille,192029,60,2012,1,1,0,2.3,low
1761,Lyon,624938,84,2016,1,1,1,4.0,medium
1762,Marseille,295269,79,2015,2,1,0,3.0999999999999996,medium
1763,Lyon,307758,50,2009,1,1,0,3.2,medium
1764,Paris,693456,79,2005,2,0,0,3.2,medium
1765,Lyon,381501,70,2022,1,1,0,3.5,medium
1766,Marseille,579396,133,2009,2,0,0,3.0999999999999996,medium
1767,Marseille,508910,105,2021,3,0,0,3.8999999999999995,high
1768,Paris,461034,49,2020,1,0,0,3.5,medium
1769,Lyon,456647,106,2012,2,1,0,3.8,medium
1770,Marseille,529394,105,2019,3,1,0,4.199999999999999,high
1771,Paris,635186,67,2011,1,0,0,3.2,medium
1772,Paris,192780,20,2011,1,0,0,2.9000000000000004,medium
1773,Lyon,539995,80,2016,1,0,0,3.7,high
1774,Lyon,562660,90,2023,1,0,0,3.7,high
1775,Marseille,221455,62,2018,2,1,0,3.3999999999999995,medium
1776,Lyon,291061,50,2009,2,1,0,3.5,medium
1777,Lyon,704569,131,2024,2,1,0,4.1,medium
1778,Paris,825504,85,2009,2,0,0,3.5,medium
1779,Marseille,266339,60,2020,2,0,0,3.5999999999999996,high
1780,Marseille,349512,60,2017,1,1,0,3.5999999999999996,high
1781,Lyon,310001,58,2013,2,0,0,3.2,medium
1782,Lyon,507758,77,2022,1,1,0,4.0,high
1783,Marseille,480193,126,2013,3,1,1,3.8999999999999995,medium
1784,Marseille,624876,126,2018,2,1,1,4.199999999999999,medium
1785,Paris,546420,45,2021,1,0,0,4.0,high
1786,Lyon,690433,113,2009,2,1,1,4.3,medium
1787,Marseille,473777,114,2016,3,1,0,3.6999999999999993,medium
1788,Paris,1095755,81,2022,1,0,0,4.0,high
1789,Paris,687576,65,2021,1,0,0,3.5,medium
1790,Paris,547503,73,2015,1,0,0,3.2,medium
1791,Marseille,449585,139,2007,3,1,0,3.0999999999999996,medium
1792,Marseille,390617,83,2016,2,1,0,3.3999999999999995,medium
1793,Lyon,212821,61,2008,1,0,0,2.4000000000000004,low
1794,Paris,286354,30,2007,1,0,0,2.6000000000000005,medium
1795,Lyon,583557,94,2020,1,1,0,3.5,medium
1796,Paris,903423,84,2006,2,0,0,3.2,medium
1797,Lyon,291855,70,2009,2,0,0,3.2,medium
1798,Lyon,480242,65,2020,1,1,0,4.0,high
1799,Marseille,200080,60,2007,2,0,0,2.5,medium
1800,Paris,678719,56,2012,1,0,0,3.7,high
1801,Marseille,594471,114,2021,3,1,0,4.199999999999999,high
1802,Paris,376552,39,2016,1,0,0,3.2,medium
1803,Lyon,370941,50,2024,1,0,0,3.7,high
1804,Marseille,455522,120,2007,2,0,0,2.8,medium
1805,Lyon,348505,50,2018,1,1,0,4.0,high
1806,Paris,856633,86,2017,2,0,0,3.8,medium
1807,Paris,502628,43,2016,1,0,0,4.0,high
1808,Marseille,256779,60,2010,1,0,0,2.5,medium
1809,Lyon,411768,66,2016,2,0,0,4.0,high
1810,Paris,507947,46,2005,1,0,0,2.9000000000000004,medium
1811,Lyon,259826,53,2016,1,0,0,3.2,medium
1812,Lyon,642122,88,2024,2,1,1,4.3,medium
1813,Marseille,447472,121,2018,2,0,0,3.3999999999999995,medium
1814,Marseille,406894,94,2021,1,0,0,2.8,medium
1815,Marseille,342139,136,2013,3,0,1,3.0999999999999996,low
1816,Paris,504494,37,2019,1,0,0,3.7,high
1817,Lyon,403905,77,2008,1,1,0,3.2,medium
1818,Marseille,835922,116,2013,2,1,0,3.8999999999999995,high
1819,Lyon,413574,60,2016,1,0,0,3.7,high
1820,Marseille,462319,129,2022,2,1,1,3.6999999999999993,low
1821,Paris,714741,62,2005,1,0,0,3.4000000000000004,high
1822,Lyon,218769,56,2020,2,1,0,3.3,low
1823,Lyon,506308,107,2013,2,1,0,3.8,medium
1824,Paris,367456,27,2017,1,0,0,3.7,high
1825,Paris,227832,26,2018,1,0,0,3.2,medium
1826,Marseille,640522,169,2013,3,0,1,3.5999999999999996,medium
1827,Marseille,574617,149,2014,2,1,0,3.3999999999999995,medium
1828,Lyon,556478,133,2021,3,1,0,3.5999999999999996,low
1829,Paris,1241714,92,2015,2,1,0,4.3,high
1830,Lyon,412843,112,2014,2,0,0,3.0,low
1831,Lyon,402439,50,2021,2,0,0,4.0,high
1832,Paris,875275,68,2015,1,0,0,3.7,high
1833,Paris,300048,21,2019,1,0,0,3.7,high
1834,Paris,1016506,100,2015,2,0,0,3.5,medium
1835,Paris,416370,32,2017,1,0,0,3.7,high
1836,Paris,496279,47,2007,1,0,0,2.9000000000000004,medium
1837,Lyon,1216018,146,2024,2,1,1,5.0,high
1838,Marseille,425705,86,2017,2,1,0,3.8999999999999995,high
1839,Paris,284084,38,2017,1,0,0,3.2,medium
1840,Lyon,510178,85,2018,2,1,0,3.8,medium
1841,Marseille,380997,132,2008,3,0,1,3.0999999999999996,low
1842,Lyon,895605,97,2015,1,1,1,4.2,high
1843,Lyon,348076,50,2021,1,0,0,3.7,high
1844,Lyon,303369,59,2009,2,1,0,3.5,medium
1845,Paris,375797,35,2007,1,0,0,2.6000000000000005,medium
1846,Lyon,192523,50,2020,1,0,0,2.7,low
1847,Lyon,274397,50,2006,2,1,0,3.2,medium
1848,Lyon,552892,98,2024,1,1,1,4.0,medium
1849,Lyon,330060,57,2012,1,0,0,2.9000000000000004,medium
1850,Marseille,296987,60,2016,1,0,0,3.3,high
1851,Marseille,256120,60,2022,1,0,0,2.8,medium
1852,Lyon,485188,62,2023,2,0,0,4.0,high
1853,Lyon,355168,50,2012,1,1,0,3.7,high
1854,Paris,771079,70,2009,1,1,0,3.5,medium
1855,Marseille,265277,60,2018,1,0,0,3.3,high
1856,Marseille,691079,108,2019,3,1,0,4.199999999999999,high
1857,Paris,871611,80,2024,2,0,0,3.8,medium
1858,Lyon,520164,71,2020,2,1,0,4.3,high
1859,Lyon,903405,150,2019,4,1,1,4.8999999999999995,medium
1860,Lyon,437831,83,2018,1,1,0,3.5,medium
1861,Paris,588706,53,2007,2,0,0,3.2,medium
1862,Lyon,128992,50,2006,1,0,0,2.1000000000000005,low
1863,Marseille,430757,114,2023,2,0,0,3.3999999999999995,medium
1864,Lyon,448329,75,2009,1,1,0,3.2,medium
1865,Marseille,1020005,180,2018,4,1,1,4.499999999999999,medium
1866,Paris,579441,58,2005,1,0,0,2.9000000000000004,medium
1867,Paris,808476,63,2015,2,0,0,4.0,high
1868,Marseille,510349,94,2019,2,1,1,3.8999999999999995,medium
1869,Paris,415077,37,2016,1,0,0,3.7,high
1870,Marseille,363394,117,2005,2,1,1,3.0999999999999996,low
1871,Marseille,555224,123,2009,2,1,0,3.3999999999999995,medium
1872,Lyon,655437,143,2005,2,1,0,3.5,medium
1873,Paris,883785,80,2012,2,0,0,3.5,medium
1874,Marseille,183793,79,2012,2,0,0,2.3,low
1875,Paris,887415,72,2024,1,0,0,4.0,high
1876,Marseille,536512,129,2015,2,1,0,3.3999999999999995,medium
1877,Marseille,586377,171,2023,3,1,1,3.6999999999999993,low
1878,Lyon,229420,50,2023,1,0,0,3.2,medium
1879,Marseille,477850,118,2005,3,0,1,3.3,medium
1880,Marseille,376488,84,2024,2,1,1,3.8999999999999995,medium
1881,Marseille,226732,60,2008,2,0,0,2.8,medium
1882,Paris,1000208,79,2011,1,0,0,3.7,high
1883,Paris,779960,54,2024,1,0,0,4.0,high
1884,Lyon,305065,50,2010,1,0,0,3.4000000000000004,high
1885,Paris,382870,59,2005,2,0,0,2.7,low
1886,Marseille,634656,157,2020,4,1,1,4.499999999999999,medium
1887,Marseille,908619,176,2018,4,0,1,4.199999999999999,medium
1888,Paris,527903,47,2014,1,0,0,3.7,high
1889,Lyon,709812,100,2013,2,0,1,4.2,high
1890,Marseille,858368,167,2013,4,1,0,4.199999999999999,high
1891,Lyon,373859,62,2015,1,0,0,3.4000000000000004,high
1892,Lyon,597943,84,2024,1,1,0,4.0,high
1893,Marseille,278265,90,2006,2,1,1,2.8,low
1894,Paris,353259,33,2012,1,0,0,2.9000000000000004,medium
1895,Lyon,773362,109,2024,3,1,0,4.6,high
1896,Paris,850189,100,2017,3,1,0,4.1,medium
1897,Lyon,794095,124,2008,2,0,0,4.0,high
1898,Marseille,178296,60,2005,1,0,0,2.2,medium
1899,Lyon,207848,54,2006,2,0,0,2.4000000000000004,low
1900,Marseille,490731,88,2024,2,0,1,4.1,high
1901,Lyon,431768,76,2019,1,0,0,3.2,medium
1902,Lyon,473372,80,2013,1,0,0,3.4000000000000004,high
1903,Lyon,477678,85,2007,2,1,0,3.2,medium
1904,Lyon,391134,90,2008,2,0,0,3.2,medium
1905,Marseille,435472,139,2019,3,0,0,3.3999999999999995,medium
1906,Marseille,387259,91,2013,2,1,0,3.0999999999999996,medium
1907,Paris,1165836,95,2022,1,0,0,4.0,high
1908,Paris,550895,53,2013,2,0,0,3.5,medium
1909,Marseille,507290,95,2016,1,1,1,3.5999999999999996,medium
1910,Marseille,238315,60,2021,1,1,0,3.0999999999999996,medium
1911,Paris,478994,42,2017,1,0,0,4.0,high
1912,Paris,758274,84,2023,2,1,0,4.1,medium
1913,Paris,618481,53,2017,1,0,0,4.0,high
1914,Marseille,564598,107,2018,3,1,1,4.199999999999999,medium
1915,Paris,419740,55,2013,2,0,0,3.5,medium
1916,Lyon,310974,100,2010,3,0,1,3.2,low
1917,Marseille,346571,82,2009,1,1,0,2.8,medium
1918,Marseille,230679,60,2008,2,0,0,2.8,medium
1919,Paris,820350,74,2014,1,0,0,3.2,medium
1920,Marseille,302684,85,2007,1,0,0,2.2,medium
1921,Marseille,380110,101,2010,2,0,0,3.0999999999999996,medium
1922,Lyon,505162,78,2014,1,1,0,3.7,high
1923,Marseille,498162,99,2020,1,1,1,3.5999999999999996,medium
1924,Marseille,269323,60,2017,2,0,0,3.5999999999999996,high
1925,Paris,993246,82,2024,2,0,0,4.3,high
1926,Lyon,303331,115,2006,3,1,1,3.5,low
1927,Marseille,584645,101,2014,2,1,1,4.3999999999999995,high
1928,Paris,472235,44,2017,1,0,0,3.5,medium
1929,Lyon,457278,103,2015,2,0,1,3.5,low
1930,Marseille,540338,99,2015,1,1,0,3.3,high
1931,Lyon,428145,83,2013,2,1,1,4.0,medium
1932,Paris,977564,52,2021,1,1,0,1.8,scam
1933,Marseille,469678,130,2021,3,0,0,3.3999999999999995,medium
1934,Marseille,435512,105,2014,2,1,0,3.3999999999999995,medium
1935,Marseille,399033,136,2005,2,1,0,2.5999999999999996,low
1936,Marseille,505518,98,2013,1,1,1,3.3,medium
1937,Lyon,480167,64,2007,1,0,0,3.1000000000000005,high
1938,Lyon,422967,103,2012,2,0,0,3.5,medium
1939,Paris,558148,55,2013,1,1,0,3.5,medium
1940,Marseille,226293,105,2018,2,0,1,3.3999999999999995,low
1941,Marseille,246924,60,2020,2,0,0,3.0999999999999996,medium
1942,Lyon,755968,108,2015,2,1,1,4.3,medium
1943,Paris,687950,61,2023,1,1,0,3.8,medium
1944,Lyon,191824,71,2008,2,0,0,2.7,low
1945,Paris,640451,67,2006,2,0,0,3.2,medium
1946,Paris,457655,39,2020,1,0,0,3.7,high
1947,Marseille,837673,140,2019,2,1,0,4.199999999999999,high
1948,Marseille,516836,140,2007,2,1,1,3.0999999999999996,low
1949,Marseille,193069,63,2010,1,0,0,2.5,medium
1950,Paris,751667,57,2017,1,0,0,4.0,high
1951,Paris,661351,43,2024,1,0,0,4.0,high
1952,Paris,1151224,98,2020,1,0,0,4.0,high
1953,Paris,492787,47,2007,1,0,0,2.9000000000000004,medium
1954,Marseille,478825,123,2011,3,1,1,3.8999999999999995,medium
1955,Marseille,407569,93,2015,2,0,0,2.8,medium
1956,Marseille,331934,79,2010,2,1,0,3.0999999999999996,medium
1957,Paris,1015339,68,2015,1,1,0,4.0,high
1958,Lyon,264806,62,2017,1,0,0,3.2,medium
1959,Lyon,251746,50,2021,2,0,0,3.5,medium
1960,Paris,697903,61,2005,2,0,0,3.7,high
1961,Lyon,512044,86,2020,2,0,0,4.0,high
1962,Paris,1024485,72,2021,1,0,0,4.0,high
1963,Marseille,492960,85,2011,2,1,0,3.5999999999999996,high
1964,Paris,788520,86,2012,1,0,0,3.2,medium
1965,Lyon,356152,89,2017,2,0,0,3.5,medium
1966,Paris,999302,99,2005,2,0,0,3.2,medium
1967,Paris,825729,68,2017,2,0,0,4.3,high
1968,Lyon,539700,107,2007,2,0,1,3.7,medium
1969,Marseille,436893,92,2005,1,1,1,3.0,medium
1970,Paris,1164874,99,2020,1,0,0,4.0,high
1971,Paris,352286,22,2020,1,0,0,3.7,high
1972,Marseille,287868,60,2023,1,0,0,3.3,high
1973,Lyon,701878,101,2022,2,1,0,4.6,high
1974,Paris,534310,45,2019,1,0,0,4.0,high
1975,Marseille,400550,157,2013,4,0,1,3.3999999999999995,low
1976,Lyon,605965,95,2021,2,1,0,4.3,high
1977,Paris,468001,44,2016,1,0,0,3.5,medium
1978,Lyon,481889,79,2020,1,1,0,3.5,medium
1979,Marseille,272967,64,2020,1,0,0,2.8,medium
1980,Lyon,478772,101,2005,2,1,0,3.5,medium
1981,Marseille,415592,87,2019,1,0,0,3.3,high
1982,Marseille,687478,113,2019,2,1,0,4.199999999999999,high
1983,Marseille,345184,113,2005,3,1,0,2.5999999999999996,low
1984,Marseille,718836,120,2023,3,1,0,4.199999999999999,high
1985,Paris,328799,28,2022,1,0,0,3.7,high
1986,Paris,826290,62,2019,1,1,0,4.3,high
1987,Paris,1183481,100,2010,2,0,0,4.0,high
1988,Lyon,641447,101,2017,2,1,0,4.1,medium
1989,Paris,1066920,82,2016,1,0,0,4.0,high
1990,Lyon,290648,58,2012,2,1,0,3.5,medium
1991,Paris,667987,70,2010,2,0,0,3.5,medium
1992,Lyon,480554,79,2014,2,0,0,3.7,high
1993,Lyon,353020,65,2021,1,0,0,3.2,medium
1994,Paris,694791,65,2021,2,1,0,4.1,medium
1995,Paris,629173,49,2014,1,0,0,3.7,high
1996,Marseille,502693,100,2024,3,1,0,3.8999999999999995,high
1997,Lyon,273952,59,2012,1,1,0,3.2,medium
1998,Lyon,850379,135,2008,3,0,0,4.0,high
1999,Paris,430534,64,2020,1,0,0,3.0,low
2000,Lyon,844462,123,2024,3,1,1,4.6,medium
2001,Lyon,386089,74,2012,2,0,0,3.2,medium
2002,Lyon,213403,50,2011,1,1,0,3.2,medium
2003,Marseille,918284,157,2018,3,0,0,3.8999999999999995,high
2004,Marseille,965561,160,2020,3,0,0,3.8999999999999995,high
2005,Paris,1525305,100,2014,2,0,0,4.0,high
2006,Lyon,318406,50,2013,1,1,0,3.2,medium
2007,Lyon,371414,63,2014,2,0,0,3.7,high
2008,Lyon,439960,66,2013,2,0,0,3.7,high
2009,Marseille,443727,116,2008,2,0,0,3.0999999999999996,medium
2010,Lyon,650882,86,2022,2,1,1,4.8,high
2011,Paris,472251,43,2013,1,0,0,3.2,medium
2012,Paris,686022,50,2013,2,0,0,4.0,high
2013,Paris,291536,21,2015,1,0,0,3.4000000000000004,high
2014,Lyon,395411,50,2021,1,0,0,3.7,high
2015,Marseille,302451,60,2005,1,0,0,2.7,high
2016,Marseille,298678,88,2011,2,1,0,3.0999999999999996,medium
2017,Marseille,509498,100,2020,3,1,0,3.8999999999999995,high
2018,Lyon,443796,101,2006,3,0,1,3.2,low
2019,Paris,287253,20,2017,1,0,0,3.7,high
2020,Lyon,475920,79,2024,2,1,0,3.8,medium
2021,Lyon,718673,108,2019,3,1,0,4.6,high
2022,Lyon,494528,78,2011,1,1,0,3.2,medium
2023,Marseille,445539,108,2024,3,0,0,3.3999999999999995,medium
2024,Lyon,485789,80,2018,2,0,0,4.0,high
2025,Lyon,599532,95,2009,2,1,0,3.5,medium
2026,Lyon,373699,75,2019,1,0,0,3.2,medium
2027,Lyon,895352,131,2023,2,0,1,4.3,medium
2028,Marseille,689324,164,2018,3,0,1,3.8999999999999995,medium
2029,Paris,623678,66,2006,2,1,0,3.5,medium
2030,Paris,944053,79,2017,2,0,0,4.3,high
2031,Lyon,589789,99,2016,2,1,1,4.3,medium
2032,Lyon,343437,77,2008,1,1,0,3.2,medium
2033,Lyon,578122,99,2008,2,0,0,3.7,high
2034,Lyon,730620,104,2021,2,1,0,4.6,high
2035,Lyon,445944,116,2009,3,1,0,3.3,low
2036,Lyon,362350,73,2019,2,1,0,3.8,medium
2037,Lyon,792413,117,2014,3,1,0,4.3,high
2038,Marseille,911640,119,2023,3,0,1,4.3999999999999995,high
2039,Marseille,353417,109,2023,2,1,0,3.6999999999999993,medium
2040,Marseille,274306,60,2024,2,0,0,3.5999999999999996,high
2041,Lyon,488654,91,2013,1,1,1,3.7,medium
2042,Lyon,391983,50,2019,2,0,0,4.0,high
2043,Paris,373333,38,2019,1,0,0,3.2,medium
2044,Paris,444996,33,2011,1,0,0,3.4000000000000004,high
2045,Lyon,414574,97,2011,1,0,0,2.9000000000000004,medium
2046,Paris,420005,38,2019,1,0,0,3.2,medium
2047,Paris,547116,42,2018,1,0,0,4.0,high
2048,Lyon,966859,136,2010,3,1,1,4.3,medium
2049,Paris,631476,54,2014,2,1,0,3.8,medium
2050,Paris,714401,62,2005,1,1,0,3.2,medium
2051,Lyon,336997,60,2009,2,0,0,3.2,medium
2052,Paris,624272,58,2013,2,0,0,3.5,medium
2053,Marseille,311115,65,2024,2,0,0,3.5999999999999996,high
2054,Lyon,753139,138,2015,3,1,0,3.8,medium
2055,Marseille,292357,60,2011,1,0,0,3.0,high
2056,Lyon,542735,82,2014,1,1,1,3.7,medium
2057,Paris,422766,62,2007,1,1,0,2.7,low
2058,Lyon,326713,84,2013,2,1,1,3.5,low
2059,Paris,696672,59,2012,2,1,0,3.8,medium
2060,Lyon,363770,79,2008,1,0,0,2.9000000000000004,medium
2061,Lyon,370215,79,2016,2,0,0,3.5,medium
2062,Marseille,234713,91,2024,2,1,1,3.3999999999999995,low
2063,Paris,860997,66,2024,1,1,0,4.3,high
2064,Marseille,355964,86,2021,1,1,1,3.5999999999999996,medium
2065,Lyon,544201,83,2021,1,1,1,4.0,medium
2066,Marseille,533565,116,2013,3,1,1,3.8999999999999995,medium
2067,Marseille,319597,96,2018,1,1,1,3.0999999999999996,low
2068,Lyon,465652,65,2009,2,0,0,3.7,high
2069,Paris,755867,90,2010,1,0,0,3.2,medium
2070,Marseille,267872,60,2020,2,0,0,3.5999999999999996,high
2071,Marseille,351583,64,2015,2,0,0,3.3,high
2072,Lyon,485239,89,2024,2,0,0,3.5,medium
2073,Marseille,667419,171,2016,4,1,0,3.999999999999999,medium
2074,Paris,722193,67,2022,1,0,0,3.5,medium
2075,Lyon,388160,54,2021,2,1,0,4.3,high
2076,Lyon,773518,132,2018,2,0,0,4.3,high
2077,Lyon,554321,119,2010,2,1,0,3.8,medium
2078,Marseille,235936,60,2008,2,1,0,3.0999999999999996,medium
2079,Lyon,368692,50,2024,2,1,0,4.3,high
2080,Marseille,436876,60,2022,1,0,0,1.0,scam
2081,Lyon,968028,127,2020,2,1,0,4.6,high
2082,Marseille,612511,157,2012,4,0,0,3.3999999999999995,medium
2083,Lyon,283607,50,2017,2,1,0,3.8,medium
2084,Lyon,558163,94,2024,2,0,1,4.0,medium
2085,Marseille,355928,83,2006,2,0,1,3.0,medium
2086,Paris,680322,69,2012,1,1,0,3.5,medium
2087,Lyon,386447,58,2024,2,0,0,4.0,high
2088,Paris,197708,20,2009,1,0,0,2.9000000000000004,medium
2089,Lyon,230924,52,2013,2,1,0,3.5,medium
2090,Paris,717435,79,2006,1,0,0,2.9000000000000004,medium
2091,Paris,651225,53,2022,2,1,0,4.6,high
2092,Lyon,359843,61,2012,2,0,0,3.7,high
2093,Lyon,691963,104,2023,3,1,1,4.6,medium
2094,Marseille,347541,95,2020,2,0,0,3.0999999999999996,medium
2095,Marseille,491364,99,2016,2,1,0,3.8999999999999995,high
2096,Marseille,442727,137,2015,3,1,1,3.3999999999999995,low
2097,Paris,774595,58,2007,1,1,0,3.7,high
2098,Paris,730533,68,2013,1,0,0,3.2,medium
2099,Lyon,1065943,114,2022,2,1,1,5.0,high
2100,Marseille,489845,102,2009,2,1,0,3.3999999999999995,medium
2101,Paris,488713,39,2024,1,0,0,3.7,high
2102,Marseille,807144,153,2009,4,0,1,4.3999999999999995,high
2103,Lyon,252315,50,2012,1,1,0,3.2,medium
2104,Marseille,537904,107,2011,3,0,0,3.5999999999999996,high
2105,Paris,1128498,70,2024,1,0,0,4.0,high
2106,Paris,744784,63,2009,2,0,0,4.0,high
2107,Marseille,295989,60,2009,2,1,0,3.5999999999999996,high
2108,Lyon,634606,125,2008,3,1,1,4.3,medium
2109,Lyon,643850,84,2017,1,1,0,4.0,high
2110,Marseille,424025,95,2006,2,1,0,2.8,medium
2111,Lyon,809292,114,2016,2,1,1,4.6,medium
2112,Paris,657066,56,2016,2,0,0,4.3,high
2113,Paris,630651,58,2011,2,0,0,3.5,medium
2114,Marseille,486770,109,2011,3,1,0,3.3999999999999995,medium
2115,Lyon,288837,54,2016,1,1,0,3.5,medium
2116,Paris,566188,52,2022,2,1,0,4.1,medium
2117,Marseille,363014,60,2024,2,0,0,3.5999999999999996,high
2118,Marseille,239145,67,2013,1,1,0,2.8,medium
2119,Marseille,895859,166,2024,4,0,1,4.699999999999999,high
2120,Lyon,208369,50,2007,1,1,0,2.4000000000000004,low
2121,Marseille,483817,99,2021,1,1,0,3.5999999999999996,high
2122,Paris,675260,87,2016,2,1,0,3.5999999999999996,low
2123,Paris,430767,42,2013,1,0,0,3.2,medium
2124,Paris,486746,47,2018,1,0,0,3.5,medium
2125,Paris,576019,51,2011,2,0,0,4.0,high
2126,Marseille,570966,91,2018,2,0,0,3.5999999999999996,high
2127,Marseille,228954,60,2017,1,0,0,2.8,medium
2128,Marseille,315870,77,2005,2,0,0,2.5,medium
2129,Paris,476867,58,2005,2,1,0,3.5,medium
2130,Marseille,270509,60,2010,1,1,0,2.8,medium
2131,Lyon,327894,50,2022,2,1,0,4.3,high
2132,Lyon,422918,79,2019,1,1,0,3.5,medium
2133,Lyon,610583,110,2016,2,0,0,3.8,medium
2134,Lyon,555888,116,2010,3,1,0,3.8,medium
2135,Paris,510904,53,2021,1,0,0,3.5,medium
2136,Paris,592577,47,2014,1,0,0,3.7,high
2137,Lyon,309930,50,2013,1,1,0,3.2,medium
2138,Marseille,408792,114,2011,2,1,0,3.3999999999999995,medium
2139,Paris,670865,61,2017,2,0,0,3.8,medium
2140,Paris,599932,59,2021,2,0,0,3.8,medium
2141,Marseille,219333,79,2014,2,0,0,2.3,low
2142,Marseille,930702,161,2021,4,1,0,4.499999999999999,high
2143,Marseille,576394,176,2008,4,1,1,3.6999999999999993,low
2144,Paris,1139957,79,2019,1,1,0,4.3,high
2145,Marseille,315778,87,2006,2,1,0,2.8,medium
2146,Marseille,390250,134,2019,2,0,1,3.3999999999999995,low
2147,Marseille,307626,75,2010,2,1,0,3.0999999999999996,medium
2148,Marseille,372422,115,2006,3,0,0,2.8,medium
2149,Lyon,444878,74,2015,2,0,0,3.7,high
2150,Marseille,724987,163,2015,4,0,0,3.8999999999999995,high
2151,Lyon,671205,116,2017,3,1,0,4.1,medium
2152,Lyon,757321,111,2019,2,1,1,4.6,medium
2153,Paris,524456,42,2020,1,0,0,4.0,high
2154,Marseille,284030,74,2015,2,1,0,3.0999999999999996,medium
2155,Paris,823019,92,2016,2,0,1,4.3,medium
2156,Paris,1012702,100,2008,3,0,0,3.5,medium
2157,Marseille,540519,74,2024,2,1,0,1.4,scam
2158,Paris,1054913,74,2022,1,1,0,4.3,high
2159,Paris,795136,60,2019,2,0,0,4.3,high
2160,Paris,195962,20,2016,1,0,0,3.2,medium
2161,Marseille,708599,162,2015,4,0,1,3.8999999999999995,medium
2162,Marseille,258910,60,2012,2,0,0,2.8,medium
2163,Marseille,474495,98,2024,2,1,1,3.8999999999999995,medium
2164,Lyon,713535,100,2014,2,1,0,4.0,high
2165,Paris,763753,73,2022,2,0,0,3.8,medium
2166,Lyon,417254,86,2010,1,1,0,3.2,medium
2167,Lyon,513763,84,2008,1,0,0,3.4000000000000004,high
2168,Marseille,732440,130,2022,2,0,1,4.3999999999999995,high
2169,Lyon,506684,71,2023,2,0,0,4.0,high
2170,Paris,759849,68,2024,2,0,0,4.3,high
2171,Lyon,412831,78,2012,2,1,0,3.5,medium
2172,Paris,598571,50,2022,2,0,0,4.3,high
2173,Lyon,254919,50,2018,2,0,0,3.5,medium
2174,Marseille,500633,101,2012,3,1,1,3.8999999999999995,medium
2175,Paris,494454,50,2009,1,0,0,3.2,medium
2176,Lyon,684342,93,2022,1,1,0,4.0,high
2177,Lyon,320349,77,2017,2,1,0,3.3,low
2178,Lyon,571526,134,2011,3,1,1,3.8,low
2179,Marseille,345812,60,2012,1,0,0,3.0,high
2180,Paris,1231959,100,2024,2,0,0,4.3,high
2181,Paris,743206,78,2013,1,0,0,3.2,medium
2182,Lyon,345664,50,2022,1,0,0,3.7,high
2183,Paris,650366,64,2010,1,0,0,3.2,medium
2184,Lyon,581171,77,2018,2,0,0,4.0,high
2185,Marseille,498828,159,2016,4,1,1,3.999999999999999,low
2186,Paris,1058064,100,2023,3,1,0,4.1,medium
2187,Paris,777002,63,2023,2,0,0,4.3,high
2188,Marseille,243648,60,2011,2,0,0,2.8,medium
2189,Lyon,284588,60,2006,1,0,0,2.6000000000000005,medium
2190,Paris,913096,73,2019,1,1,0,4.3,high
2191,Lyon,574459,96,2018,1,1,1,4.0,medium
2192,Lyon,1005341,129,2022,3,1,0,4.6,high
2193,Paris,657460,73,2009,2,0,0,3.5,medium
2194,Marseille,891524,157,2016,3,1,1,4.199999999999999,medium
2195,Marseille,235267,107,2007,2,0,1,2.8,low
2196,Lyon,867850,113,2019,3,1,1,5.0,high
2197,Paris,791437,80,2013,2,0,0,3.5,medium
2198,Marseille,343503,60,2022,1,1,0,3.5999999999999996,high
2199,Marseille,267356,60,2011,2,1,0,3.0999999999999996,medium
2200,Paris,575558,51,2007,2,0,0,3.7,high
2201,Lyon,663270,107,2024,2,0,1,4.3,medium
2202,Marseille,456172,126,2022,2,1,1,3.6999999999999993,low
2203,Lyon,410085,106,2009,3,0,1,3.5,low
2204,Lyon,839930,109,2021,2,0,0,4.3,high
2205,Paris,605706,68,2007,2,0,0,3.2,medium
2206,Marseille,430664,97,2012,1,1,1,3.3,medium
2207,Paris,664910,72,2021,1,0,0,3.5,medium
2208,Lyon,594852,102,2021,3,1,0,4.1,medium
2209,Lyon,621578,65,2024,1,0,0,1.2000000000000002,scam
2210,Paris,923319,85,2015,1,1,1,4.0,medium
2211,Marseille,226542,60,2007,2,0,0,2.5,medium
2212,Lyon,454947,98,2012,1,0,0,2.9000000000000004,medium
2213,Lyon,367493,94,2011,2,0,1,3.2,low
2214,Marseille,597359,120,2023,3,1,0,4.199999999999999,high
2215,Lyon,363355,73,2005,1,0,0,2.6000000000000005,medium
2216,Marseille,290785,94,2009,2,0,0,2.8,medium
2217,Paris,359165,42,2011,1,0,0,3.2,medium
2218,Paris,233417,20,2006,1,0,0,3.1000000000000005,high
2219,Marseille,382299,60,2024,2,0,0,3.5999999999999996,high
2220,Paris,464168,69,2013,1,0,0,2.7,low
