id,city,number_of_rooms,area,price,years_of_construction,have_balcony,have_garage,rating,category
3006,Paris,2,95,946610,2012,1,0,3.8,medium
3007,Marseille,1,86,278043,2022,1,0,3.0999999999999996,medium
3008,Lyon,1,95,298711,2013,1,1,3.2,low
3009,Marseille,3,115,516011,2005,0,0,3.3,high
3010,Marseille,2,60,225537,2008,0,0,2.8,medium
3011,Paris,2,72,559651,2005,0,0,3.2,medium
3012,Lyon,2,83,645499,2021,1,0,4.3,high
3013,Paris,1,75,629694,2014,1,0,3.5,medium
3014,Marseille,4,173,799930,2013,1,1,4.199999999999999,medium
3015,Marseille,2,141,505102,2012,1,1,3.3999999999999995,low
3016,Lyon,1,50,333321,2017,0,0,3.7,high
3017,Lyon,1,55,231659,2010,0,0,2.9000000000000004,medium
3018,Marseille,2,111,426099,2013,0,1,3.5999999999999996,medium
3019,Marseille,3,104,536335,2022,1,0,4.199999999999999,high
3020,Lyon,1,78,353412,2005,0,0,2.6000000000000005,medium
3021,Lyon,2,63,420583,2013,0,0,3.7,high
3022,Marseille,1,73,416783,2007,1,0,3.0,high
3023,Paris,1,29,514365,2024,0,0,1.2000000000000002,scam
3024,Paris,1,76,960937,2024,0,0,4.0,high
3025,Lyon,2,67,491268,2023,1,0,4.3,high
3026,Marseille,1,60,277436,2016,0,0,3.3,high
3027,Marseille,1,75,310253,2008,1,0,2.8,medium
3028,Lyon,2,93,321247,2006,1,0,2.7,low
3029,Paris,2,58,548942,2014,0,0,3.5,medium
3030,Paris,1,45,335854,2014,0,0,3.2,medium
3031,Lyon,1,50,346805,2018,0,0,3.7,high
3032,Lyon,2,134,424414,2021,1,0,3.5999999999999996,low
3033,Paris,1,42,380273,2008,0,0,3.2,medium
3034,Paris,1,59,757648,2015,1,0,4.0,high
3035,Marseille,2,80,270578,2010,0,0,2.8,medium
3036,Lyon,2,50,280274,2014,1,0,3.5,medium
3037,Lyon,2,124,746568,2006,0,0,3.7,high
3038,Lyon,1,75,386891,2015,1,0,3.2,medium
3039,Marseille,2,76,323794,2013,1,0,3.0999999999999996,medium
3040,Lyon,2,65,433742,2020,0,0,4.0,high
3041,Paris,2,66,867170,2021,0,0,4.3,high
3042,Lyon,2,110,745787,2005,1,1,4.0,medium
3043,Marseille,1,99,344137,2009,1,1,2.8,low
3044,Marseille,2,134,529924,2008,1,0,3.3999999999999995,medium
3045,Lyon,2,116,1022098,2023,1,1,5.0,high
3046,Marseille,1,95,361614,2005,0,0,2.2,medium
3047,Paris,1,39,407551,2007,0,0,2.6000000000000005,medium
3048,Marseille,3,170,612174,2007,1,1,3.0999999999999996,low
3049,Marseille,2,60,308498,2016,1,0,3.8999999999999995,high
3050,Marseille,2,67,218379,2008,0,0,2.8,medium
3051,Lyon,1,65,262805,2013,0,0,2.9000000000000004,medium
3052,Lyon,2,61,306730,2017,0,0,3.5,medium
3053,Paris,1,44,424702,2005,0,0,2.9000000000000004,medium
3054,Paris,2,71,814239,2018,0,0,4.3,high
3055,Lyon,1,50,315947,2009,0,0,3.4000000000000004,high
3056,Paris,1,37,445907,2022,0,0,3.7,high
3057,Marseille,1,79,535628,2015,1,0,3.3,high
3058,Paris,1,46,518493,2020,0,0,4.0,high
3059,Lyon,2,147,727919,2012,1,1,3.8,low
3060,Paris,1,24,305034,2022,0,0,3.7,high
3061,Lyon,2,66,340912,2009,0,0,3.2,medium
3062,Paris,2,68,790475,2010,0,0,4.0,high
3063,Paris,2,62,625084,2017,0,0,3.8,medium
3064,Paris,1,23,277065,2005,0,0,3.1000000000000005,high
3065,Paris,2,52,639736,2009,0,0,4.0,high
3066,Marseille,2,99,486180,2014,1,0,3.5999999999999996,high
3067,Lyon,2,73,363390,2007,1,0,3.2,medium
3068,Lyon,2,54,249566,2005,1,0,3.2,medium
3069,Paris,2,65,635699,2024,0,0,3.8,medium
3070,Lyon,2,95,566918,2016,1,0,3.8,medium
3071,Paris,1,50,388962,2008,0,0,3.2,medium
3072,Paris,2,90,873302,2020,1,0,4.1,medium
3073,Marseille,2,145,450788,2005,0,1,2.8,low
3074,Paris,1,42,421884,2008,0,0,3.2,medium
3075,Paris,1,43,509858,2014,0,0,3.7,high
3076,Marseille,2,123,495325,2011,1,1,3.8999999999999995,medium
3077,Marseille,2,60,395147,2024,0,0,3.5999999999999996,high
3078,Marseille,3,104,458662,2021,0,0,3.8999999999999995,high
3079,Paris,1,48,645129,2024,0,0,4.0,high
3080,Marseille,1,60,242837,2008,0,0,2.5,medium
3081,Paris,1,59,520188,2010,0,0,3.2,medium
3082,Lyon,2,80,437425,2017,1,0,3.8,medium
3083,Paris,1,74,833231,2018,1,0,3.8,medium
3084,Paris,2,78,817397,2015,0,0,3.5,medium
3085,Paris,1,91,671673,2014,0,0,2.7,low
3086,Lyon,3,102,693350,2016,1,0,4.6,high
3087,Marseille,2,105,540299,2015,0,1,3.5999999999999996,medium
3088,Lyon,1,66,524231,2020,0,0,3.7,high
3089,Paris,1,54,726066,2007,0,0,3.4000000000000004,high
3090,Paris,1,20,159880,2010,0,0,2.9000000000000004,medium
3091,Paris,1,38,303995,2015,0,0,2.9000000000000004,medium
3092,Marseille,3,168,830012,2018,1,1,4.199999999999999,medium
3093,Lyon,1,61,409014,2022,1,0,4.0,high
3094,Paris,1,77,873866,2007,0,0,3.4000000000000004,high
3095,Lyon,1,79,403449,2008,1,0,3.2,medium
3096,Paris,1,55,610568,2018,0,0,3.5,medium
3097,Marseille,2,76,275570,2017,0,0,3.0999999999999996,medium
3098,Marseille,1,75,295160,2007,0,0,2.2,medium
3099,Marseille,4,174,818655,2008,0,1,3.8999999999999995,medium
3100,Lyon,2,63,438973,2018,0,0,4.0,high
3101,Marseille,1,60,223146,2016,1,0,3.0999999999999996,medium
3102,Paris,2,50,455617,2012,0,0,3.5,medium
3103,Paris,1,45,509993,2020,0,0,4.0,high
3104,Lyon,3,133,724116,2012,1,0,3.8,medium
3105,Lyon,2,91,523399,2021,0,1,4.0,medium
3106,Paris,1,77,743314,2007,0,0,2.9000000000000004,medium
3107,Marseille,1,60,206140,2009,1,0,2.8,medium
3108,Lyon,3,100,750369,2024,0,0,4.0,high
3109,Lyon,2,76,330686,2008,1,0,3.5,medium
3110,Marseille,2,71,240238,2007,1,0,2.8,medium
3111,Paris,1,32,341827,2005,0,0,2.6000000000000005,medium
3112,Lyon,3,113,785046,2018,0,1,4.3,medium
3113,Paris,1,68,958432,2016,1,0,4.3,high
3114,Paris,1,34,413363,2021,0,0,3.7,high
3115,Marseille,2,128,381840,2006,0,1,2.8,low
3116,Paris,1,63,1023227,2023,0,0,4.0,high
3117,Paris,1,40,479307,2017,0,0,4.0,high
3118,Lyon,1,50,272836,2023,0,0,3.2,medium
3119,Lyon,1,87,503622,2019,1,1,4.0,medium
3120,Paris,1,47,477601,2013,0,0,3.2,medium
3121,Paris,1,96,795270,2005,0,0,2.9000000000000004,medium
3122,Paris,2,50,502015,2013,0,0,3.5,medium
3123,Lyon,2,110,602768,2021,0,0,3.8,medium
3124,Lyon,1,64,408358,2019,1,0,4.0,high
3125,Paris,1,30,312679,2008,0,0,2.9000000000000004,medium
3126,Marseille,4,165,506385,2021,0,0,3.6999999999999993,medium
3127,Paris,1,84,888667,2009,0,0,3.2,medium
3128,Lyon,1,62,245206,2016,0,0,3.2,medium
3129,Marseille,3,160,427865,2018,0,1,3.3999999999999995,low
3130,Marseille,2,60,291653,2024,1,0,3.8999999999999995,high
3131,Paris,2,57,637322,2011,1,0,3.8,medium
3132,Paris,2,97,829916,2019,0,0,3.8,medium
3133,Lyon,2,76,649776,2018,0,0,4.0,high
3134,Paris,1,61,614579,2009,0,0,3.2,medium
3135,Lyon,2,123,503874,2007,1,0,3.0,low
3136,Lyon,2,50,311407,2023,0,0,4.0,high
3137,Paris,2,63,666452,2021,0,0,3.8,medium
3138,Marseille,2,111,384087,2015,1,0,3.3999999999999995,medium
3139,Paris,1,54,610142,2023,0,0,4.0,high
3140,Marseille,1,65,352417,2018,1,0,3.5999999999999996,high
3141,Marseille,2,109,329862,2005,1,1,3.0999999999999996,low
3142,Lyon,3,140,823203,2005,1,1,4.0,medium
3143,Marseille,1,60,275383,2024,0,0,3.3,high
3144,Marseille,1,91,434569,2014,0,1,3.0,medium
3145,Marseille,2,131,613147,2007,0,0,3.3,high
3146,Paris,1,48,661852,2023,0,0,4.0,high
3147,Marseille,2,60,293215,2023,0,0,3.5999999999999996,high
3148,Marseille,2,94,389692,2007,0,0,2.5,medium
3149,Marseille,3,180,679073,2010,1,0,3.3999999999999995,medium
3150,Marseille,2,60,294827,2017,1,0,3.8999999999999995,high
3151,Lyon,1,93,564272,2007,0,0,3.1000000000000005,high
3152,Paris,2,74,558198,2010,1,0,3.3,low
3153,Paris,3,100,943246,2014,1,0,3.8,medium
3154,Lyon,1,80,524667,2016,1,0,4.0,high
3155,Paris,1,48,522550,2014,0,0,3.2,medium
3156,Paris,1,50,729141,2024,0,0,4.0,high
3157,Paris,1,43,492709,2012,0,0,3.7,high
3158,Paris,2,74,921978,2013,0,0,4.0,high
3159,Paris,2,52,495269,2019,0,0,3.8,medium
3160,Lyon,2,119,799821,2009,1,0,4.3,high
3161,Paris,2,66,893252,2016,0,0,4.3,high
3162,Marseille,3,102,501041,2014,1,1,3.8999999999999995,medium
3163,Lyon,2,83,686420,2015,1,1,4.5,high
3164,Marseille,1,85,390715,2012,1,0,2.8,medium
3165,Lyon,2,50,392210,2019,0,0,4.0,high
3166,Paris,1,56,449669,2008,1,0,3.0,low
3167,Lyon,2,50,266545,2010,0,0,3.2,medium
3168,Marseille,2,132,602616,2015,1,0,3.3999999999999995,medium
3169,Marseille,2,121,546177,2019,0,0,3.8999999999999995,high
3170,Lyon,2,59,437244,2022,0,0,4.0,high
3171,Paris,2,58,696835,2024,0,0,4.3,high
3172,Lyon,2,50,332324,2011,0,0,3.7,high
3173,Paris,1,20,236637,2013,0,0,3.4000000000000004,high
3174,Marseille,4,153,710375,2012,0,1,3.8999999999999995,medium
3175,Lyon,1,50,319666,2006,0,0,3.1000000000000005,high
3176,Lyon,1,54,244945,2009,0,0,2.9000000000000004,medium
3177,Marseille,1,87,443811,2007,1,0,3.0,high
3178,Paris,2,53,571414,2013,0,0,3.5,medium
3179,Marseille,3,138,552666,2017,0,1,3.8999999999999995,medium
3180,Lyon,2,91,527432,2015,1,1,4.0,medium
3181,Lyon,2,102,548908,2020,1,0,4.1,medium
3182,Marseille,2,111,670067,2010,0,0,3.5999999999999996,high
3183,Lyon,2,74,448080,2019,1,0,3.8,medium
3184,Marseille,1,90,221023,2005,0,0,1.6999999999999997,low
3185,Lyon,1,83,665789,2020,1,0,4.0,high
3186,Lyon,3,106,549108,2006,1,0,3.5,medium
3187,Paris,1,25,326753,2009,0,0,3.4000000000000004,high
3188,Paris,1,50,441957,2019,0,0,3.5,medium
3189,Lyon,1,93,462908,2018,0,0,3.2,medium
3190,Paris,2,94,1252819,2018,0,0,4.3,high
3191,Lyon,2,71,486478,2022,0,0,4.0,high
3192,Marseille,2,108,385023,2021,1,0,3.6999999999999993,medium
3193,Marseille,2,71,337924,2017,0,0,3.5999999999999996,high
3194,Marseille,2,114,427877,2010,1,0,3.3999999999999995,medium
3195,Paris,1,40,308733,2005,0,0,2.9000000000000004,medium
3196,Paris,1,27,270425,2017,0,0,3.2,medium
3197,Marseille,2,71,228152,2022,1,0,2.8999999999999995,low
3198,Lyon,2,65,362443,2011,0,0,3.2,medium
3199,Paris,1,46,519430,2019,0,0,4.0,high
3200,Paris,1,69,608799,2007,0,0,2.9000000000000004,medium
3201,Lyon,3,125,801626,2019,1,1,4.6,medium
3202,Lyon,3,100,414699,2007,1,1,3.2,low
3203,Paris,2,56,423196,2009,0,0,3.5,medium
3204,Paris,1,36,391435,2021,0,0,3.2,medium
3205,Paris,1,63,648518,2012,0,0,3.2,medium
3206,Lyon,1,78,457530,2018,1,0,3.5,medium
3207,Marseille,2,110,538696,2012,1,0,3.8999999999999995,high
3208,Paris,1,59,549235,2009,0,0,3.2,medium
3209,Paris,1,71,944905,2016,1,0,4.3,high
3210,Marseille,2,112,550817,2016,0,1,3.8999999999999995,medium
3211,Paris,1,73,692193,2010,1,0,3.5,medium
3212,Paris,2,64,915456,2019,0,0,4.3,high
3213,Paris,2,99,1164297,2023,0,0,4.3,high
3214,Paris,2,69,942547,2015,1,0,4.3,high
3215,Paris,2,75,757289,2014,0,0,3.5,medium
3216,Lyon,3,150,638711,2019,1,1,4.1,low
3217,Lyon,2,60,330162,2005,0,0,2.9000000000000004,medium
3218,Lyon,2,69,416295,2022,0,0,4.0,high
3219,Lyon,2,60,335627,2008,1,0,3.5,medium
3220,Paris,1,87,954399,2008,0,0,3.2,medium
3221,Paris,1,50,512602,2012,0,0,3.2,medium
3222,Lyon,2,92,600962,2010,1,1,4.0,medium
3223,Paris,1,20,253641,2017,0,0,3.7,high
3224,Marseille,2,107,341636,2017,1,0,3.1999999999999993,low
3225,Marseille,3,131,581547,2010,0,0,3.5999999999999996,high
3226,Lyon,2,126,472208,2006,0,0,2.7,low
3227,Lyon,1,73,422349,2014,1,0,3.2,medium
3228,Marseille,2,107,608895,2024,0,1,4.3999999999999995,high
3229,Paris,2,100,1338616,2016,1,0,4.6,high
3230,Paris,1,59,610983,2009,0,0,3.2,medium
3231,Paris,1,78,884254,2014,0,0,3.7,high
3232,Marseille,2,105,718125,2023,1,0,4.199999999999999,high
3233,Paris,1,36,419301,2014,0,0,3.4000000000000004,high
3234,Lyon,3,111,543268,2012,1,1,3.8,low
3235,Lyon,3,118,566732,2012,1,1,3.8,low
3236,Paris,2,63,753102,2013,0,0,4.0,high
3237,Lyon,2,125,958850,2014,1,0,4.3,high
3238,Paris,2,60,709114,2020,0,0,4.3,high
3239,Paris,1,73,582886,2009,0,0,3.2,medium
3240,Marseille,2,95,573812,2024,1,0,3.8999999999999995,high
3241,Marseille,2,60,232759,2010,1,0,3.0999999999999996,medium
3242,Marseille,2,89,381951,2016,1,0,3.3999999999999995,medium
3243,Paris,1,55,543830,2011,0,0,3.2,medium
3244,Paris,2,51,517663,2013,0,0,3.5,medium
3245,Marseille,1,92,350956,2007,0,0,2.2,medium
3246,Lyon,1,78,719568,2024,0,0,1.2000000000000002,scam
3247,Marseille,2,145,554712,2015,1,0,3.3999999999999995,medium
3248,Lyon,1,58,226870,2019,1,0,3.0,low
3249,Marseille,2,60,169513,2006,0,0,1.9999999999999998,low
3250,Paris,1,45,375701,2009,0,0,3.2,medium
3251,Marseille,3,102,476286,2007,1,0,3.0999999999999996,medium
3252,Marseille,2,66,169501,2010,1,0,2.5999999999999996,low
3253,Paris,1,69,998240,2024,1,0,4.3,high
3254,Marseille,3,178,643500,2019,0,0,3.3999999999999995,medium
3255,Paris,1,48,508201,2015,0,0,3.2,medium
3256,Marseille,3,129,349204,2007,1,0,2.5999999999999996,low
3257,Marseille,4,180,1213338,2019,0,1,4.699999999999999,high
3258,Marseille,3,136,520070,2016,1,1,4.199999999999999,medium
3259,Lyon,3,135,875690,2019,0,1,4.3,medium
3260,Marseille,3,118,608216,2015,1,0,3.8999999999999995,high
3261,Lyon,2,107,535153,2015,1,1,3.8,low
3262,Lyon,1,50,345634,2021,1,0,4.0,high
3263,Marseille,3,109,708570,2020,1,1,4.699999999999999,high
3264,Marseille,1,98,373095,2006,0,0,2.2,medium
3265,Paris,1,65,580796,2013,0,0,3.2,medium
3266,Paris,2,63,687916,2020,0,0,3.8,medium
3267,Paris,1,83,722036,2015,0,0,3.2,medium
3268,Lyon,1,98,428438,2005,1,0,2.9000000000000004,medium
3269,Lyon,2,55,402080,2006,0,0,3.4000000000000004,high
3270,Lyon,2,63,369081,2010,0,0,3.7,high
3271,Marseille,2,97,362697,2011,1,0,3.0999999999999996,medium
3272,Marseille,2,125,608371,2024,1,0,4.199999999999999,high
3273,Paris,2,55,781586,2011,0,0,4.0,high
3274,Paris,1,69,623517,2012,1,0,3.5,medium
3275,Lyon,1,50,173905,2011,0,0,2.4000000000000004,low
3276,Paris,1,49,461138,2012,0,0,3.2,medium
3277,Paris,1,70,696395,2018,0,0,3.5,medium
3278,Marseille,1,68,296966,2023,0,0,2.8,medium
3279,Paris,2,69,930180,2015,1,0,4.3,high
3280,Lyon,1,63,348685,2019,0,0,3.2,medium
3281,Marseille,1,90,397102,2021,1,0,3.0999999999999996,medium
3282,Lyon,1,50,365693,2020,1,0,4.0,high
3283,Marseille,4,159,628764,2013,0,0,3.3999999999999995,medium
3284,Lyon,2,50,244656,2006,1,0,3.2,medium
3285,Marseille,2,60,190509,2020,1,0,2.8999999999999995,low
3286,Lyon,3,110,815735,2022,1,1,4.6,medium
3287,Lyon,2,120,712290,2012,0,0,4.0,high
3288,Marseille,1,94,410683,2006,0,1,2.7,medium
3289,Paris,1,56,784023,2020,0,0,4.0,high
3290,Lyon,2,136,984626,2018,0,0,4.3,high
3291,Lyon,2,74,487395,2019,0,0,4.0,high
3292,Lyon,2,68,371947,2021,0,0,3.5,medium
3293,Marseille,1,87,328197,2016,1,0,3.0999999999999996,medium
3294,Marseille,2,149,388992,2005,1,0,2.5999999999999996,low
3295,Marseille,3,122,340812,2024,0,0,2.8999999999999995,low
3296,Lyon,3,121,517059,2018,1,0,4.1,medium
3297,Marseille,3,117,403267,2009,0,1,3.0999999999999996,low
3298,Lyon,2,78,339542,2011,0,0,3.2,medium
3299,Marseille,2,88,345891,2012,1,1,3.5999999999999996,medium
3300,Paris,1,95,936522,2013,0,0,3.2,medium
3301,Paris,1,50,589642,2010,0,0,3.7,high
3302,Marseille,2,60,290283,2024,0,0,3.5999999999999996,high
3303,Marseille,2,96,397309,2018,0,0,3.0999999999999996,medium
3304,Lyon,3,109,815698,2024,0,0,4.3,high
3305,Marseille,3,136,517302,2005,1,1,3.0999999999999996,low
3306,Lyon,2,61,215328,2005,0,0,2.4000000000000004,low
3307,Paris,1,40,416087,2023,0,0,3.5,medium
3308,Paris,1,63,608892,2009,0,0,3.2,medium
3309,Marseille,1,79,355788,2022,0,0,3.3,high
3310,Marseille,1,60,148936,2009,0,0,1.9999999999999998,low
3311,Paris,1,29,248195,2006,0,0,2.6000000000000005,medium
3312,Paris,2,66,581270,2009,1,0,3.8,medium
3313,Paris,2,82,778311,2015,0,0,3.5,medium
3314,Paris,2,59,804762,2018,0,0,4.3,high
3315,Marseille,2,112,722327,2024,0,0,3.8999999999999995,high
3316,Paris,1,51,463389,2007,1,0,3.2,medium
3317,Marseille,2,71,434969,2021,1,0,3.8999999999999995,high
3318,Paris,1,49,559385,2018,0,0,4.0,high
3319,Lyon,1,50,226389,2013,0,0,2.9000000000000004,medium
3320,Lyon,1,67,307581,2016,0,0,3.2,medium
3321,Paris,2,85,879692,2014,0,1,4.0,medium
3322,Marseille,2,60,252718,2019,0,0,3.0999999999999996,medium
3323,Lyon,2,56,485856,2017,1,0,4.3,high
3324,Lyon,2,62,337854,2013,0,0,3.2,medium
3325,Paris,1,57,577282,2005,0,0,2.9000000000000004,medium
3326,Lyon,2,94,615540,2016,1,0,4.3,high
3327,Marseille,2,60,192144,2005,1,0,2.3,low
3328,Marseille,2,96,644837,2022,1,0,3.8999999999999995,high
3329,Lyon,1,63,326430,2019,0,0,3.2,medium
3330,Lyon,2,130,596072,2017,1,1,4.1,low
3331,Lyon,1,67,293531,2014,0,0,2.9000000000000004,medium
3332,Paris,1,98,719850,2005,0,0,2.4000000000000004,low
3333,Paris,1,47,441824,2011,0,0,3.2,medium
3334,Lyon,2,125,447713,2006,1,0,3.0,low
3335,Paris,1,62,490903,2019,0,0,3.5,medium
3336,Lyon,2,87,539127,2013,0,0,3.7,high
3337,Paris,2,54,587393,2005,0,0,3.2,medium
3338,Marseille,2,66,171831,2005,0,0,1.9999999999999998,low
3339,Marseille,4,174,866831,2011,1,0,4.199999999999999,high
3340,Paris,1,50,565294,2012,0,0,3.7,high
3341,Marseille,3,132,542732,2018,1,1,4.199999999999999,medium
3342,Paris,1,66,588274,2007,1,0,3.2,medium
3343,Lyon,3,103,712072,2023,1,1,4.6,medium
3344,Paris,1,56,616492,2015,0,0,3.2,medium
3345,Paris,1,58,712345,2023,1,0,4.3,high
3346,Marseille,1,66,213731,2010,1,0,2.8,medium
3347,Paris,1,58,522046,2011,1,0,3.5,medium
3348,Paris,1,44,574997,2018,0,0,4.0,high
3349,Marseille,3,173,885151,2022,1,0,4.199999999999999,high
3350,Lyon,2,79,317686,2024,0,0,3.5,medium
3351,Paris,1,95,1269819,2020,1,0,4.3,high
3352,Lyon,2,73,380362,2023,1,0,3.8,medium
3353,Lyon,1,50,234667,2018,0,0,3.2,medium
3354,Marseille,3,143,857244,2017,0,1,4.3999999999999995,high
3355,Lyon,3,123,611104,2014,1,1,3.8,low
3356,Marseille,3,101,524193,2015,1,1,3.8999999999999995,medium
3357,Paris,2,61,581512,2014,1,0,3.8,medium
3358,Lyon,2,86,335060,2005,0,1,2.9000000000000004,low
3359,Lyon,3,105,645797,2019,1,0,4.1,medium
3360,Marseille,1,74,246926,2013,1,0,2.8,medium
3361,Lyon,2,72,371530,2008,1,0,3.5,medium
3362,Lyon,3,107,748789,2018,0,1,4.8,high
3363,Marseille,1,97,286975,2011,0,1,2.5,low
3364,Lyon,1,50,240583,2006,1,0,2.9000000000000004,medium
3365,Paris,2,83,1064307,2016,0,0,4.3,high
3366,Lyon,1,80,595106,2015,1,0,3.7,high
3367,Lyon,4,150,762287,2015,0,1,4.3,medium
3368,Marseille,1,83,367206,2024,1,0,3.0999999999999996,medium
3369,Paris,1,54,551141,2006,1,0,3.2,medium
3370,Paris,2,74,623389,2011,0,0,3.5,medium
3371,Lyon,3,107,831265,2018,1,1,5.0,high
3372,Marseille,2,116,470620,2006,0,0,2.8,medium
3373,Lyon,2,50,306712,2011,0,0,3.7,high
3374,Paris,1,22,223291,2011,0,0,2.9000000000000004,medium
3375,Paris,1,68,550557,2008,0,0,3.2,medium
3376,Marseille,2,80,308200,2020,0,0,3.0999999999999996,medium
3377,Paris,1,34,322840,2008,0,0,2.9000000000000004,medium
3378,Marseille,1,92,470078,2017,1,1,3.5999999999999996,medium
3379,Paris,1,90,1326969,2015,1,0,4.0,high
3380,Paris,2,61,515044,2007,0,0,3.2,medium
3381,Paris,1,47,593140,2024,0,0,4.0,high
3382,Paris,2,52,619464,2011,1,0,3.8,medium
3383,Lyon,2,95,420703,2005,0,0,2.9000000000000004,medium
3384,Lyon,1,50,412834,2021,0,0,3.7,high
3385,Marseille,2,79,352360,2008,1,0,3.0999999999999996,medium
3386,Paris,2,51,627326,2023,0,0,4.3,high
3387,Marseille,1,88,359597,2007,1,0,2.5,medium
3388,Paris,1,47,556097,2015,0,0,3.7,high
3389,Lyon,1,51,304508,2006,0,0,3.1000000000000005,high
3390,Lyon,2,53,307301,2010,0,0,3.7,high
3391,Lyon,1,78,291587,2009,1,0,2.7,low
3392,Paris,1,71,748994,2006,0,0,2.9000000000000004,medium
3393,Lyon,2,53,143572,2009,0,0,2.7,low
3394,Marseille,3,180,820437,2010,0,1,3.5999999999999996,medium
3395,Lyon,1,50,224848,2009,1,0,3.2,medium
3396,Paris,2,62,801078,2012,0,0,4.0,high
3397,Paris,2,56,687516,2020,1,0,4.6,high
3398,Marseille,1,60,275370,2022,1,0,3.0999999999999996,medium
3399,Marseille,2,60,280220,2007,0,0,3.0,high
3400,Marseille,2,124,675738,2006,1,1,3.5999999999999996,medium
3401,Lyon,1,50,408626,2016,0,0,3.7,high
3402,Lyon,1,72,359914,2010,1,0,3.2,medium
3403,Lyon,2,84,544608,2016,1,0,4.3,high
3404,Marseille,1,60,284221,2015,0,0,3.0,high
3405,Lyon,2,98,844415,2019,1,0,4.3,high
3406,Marseille,2,96,314399,2012,1,0,3.0999999999999996,medium
3407,Marseille,3,169,660948,2020,1,0,3.6999999999999993,medium
3408,Marseille,3,105,459829,2021,0,1,3.8999999999999995,medium
3409,Lyon,2,114,632914,2014,1,1,4.3,medium
3410,Lyon,2,98,666910,2014,0,0,3.7,high
3411,Paris,1,38,386949,2023,0,0,3.2,medium
3412,Paris,1,38,422570,2016,0,0,3.7,high
3413,Marseille,2,60,308551,2008,1,0,3.5999999999999996,high
3414,Lyon,2,96,425691,2024,1,1,3.8,low
3415,Marseille,2,121,481085,2011,0,1,3.5999999999999996,medium
3416,Paris,1,55,607145,2016,0,0,3.5,medium
3417,Marseille,3,136,504189,2008,1,1,3.3999999999999995,low
3418,Marseille,1,89,404543,2022,1,0,3.0999999999999996,medium
3419,Paris,2,82,913293,2021,0,0,4.3,high
3420,Paris,1,82,841510,2012,0,0,3.2,medium
3421,Lyon,2,76,339388,2022,1,0,3.8,medium
3422,Lyon,2,97,599123,2005,1,0,3.2,medium
3423,Lyon,2,50,312122,2021,1,0,3.8,medium
3424,Paris,1,71,835543,2005,0,0,3.4000000000000004,high
3425,Paris,1,45,480853,2020,0,0,3.5,medium
3426,Paris,1,80,989498,2022,1,0,4.3,high
3427,Paris,2,69,642895,2022,0,0,3.8,medium
3428,Marseille,1,96,395625,2005,1,0,2.5,medium
3429,Paris,1,58,550658,2011,1,0,3.5,medium
3430,Lyon,2,61,246949,2005,1,0,2.7,low
3431,Lyon,1,76,466327,2016,0,0,3.7,high
3432,Lyon,3,116,819782,2020,1,1,4.6,medium
3433,Marseille,2,60,207051,2015,0,0,2.8,medium
3434,Lyon,2,60,361545,2018,0,0,4.0,high
3435,Marseille,2,89,465444,2016,1,0,3.8999999999999995,high
3436,Lyon,1,98,406527,2007,1,1,2.9000000000000004,low
3437,Lyon,1,68,322419,2012,0,0,2.9000000000000004,medium
3438,Marseille,2,142,876926,2015,1,0,3.8999999999999995,high
3439,Marseille,2,132,482246,2010,1,1,3.3999999999999995,low
3440,Paris,1,48,596038,2011,0,0,3.7,high
3441,Lyon,1,86,400087,2006,0,1,3.1000000000000005,medium
3442,Lyon,3,137,849694,2022,0,1,4.3,medium
3443,Paris,1,47,440310,2007,0,0,2.9000000000000004,medium
3444,Marseille,2,84,281988,2011,1,0,3.0999999999999996,medium
3445,Paris,2,73,699657,2008,0,0,3.5,medium
3446,Marseille,1,82,413354,2015,0,1,3.0,medium
3447,Paris,2,58,588947,2008,1,0,3.8,medium
3448,Paris,1,25,383771,2024,0,0,3.7,high
3449,Marseille,2,85,258552,2005,1,1,2.8,low
3450,Lyon,2,86,412873,2012,0,0,3.2,medium
3451,Lyon,3,107,448928,2016,1,1,4.1,low
3452,Lyon,1,97,759140,2018,0,1,4.2,high
3453,Lyon,1,87,607660,2023,1,0,4.0,high
3454,Lyon,2,115,797115,2022,1,1,4.6,medium
3455,Marseille,2,83,497009,2022,1,1,4.3999999999999995,high
3456,Paris,1,49,728762,2019,0,0,4.0,high
3457,Paris,1,72,851664,2018,0,0,4.0,high
3458,Marseille,3,117,561211,2005,1,1,3.5999999999999996,medium
3459,Paris,1,28,268237,2005,0,0,2.6000000000000005,medium
3460,Paris,1,43,484269,2020,0,0,4.0,high
3461,Paris,2,75,465514,2007,1,0,3.0,low
3462,Paris,1,20,239977,2021,0,0,3.7,high
3463,Marseille,3,120,716224,2017,0,0,3.8999999999999995,high
3464,Paris,1,99,1391867,2024,0,1,4.5,high
3465,Paris,2,74,1074333,2016,0,0,4.3,high
3466,Paris,1,48,391192,2010,0,0,3.2,medium
3467,Lyon,1,50,360653,2023,0,0,3.7,high
3468,Lyon,2,50,297090,2009,1,0,3.5,medium
3469,Paris,1,70,1044984,2021,0,0,4.0,high
3470,Marseille,1,74,213221,2015,1,0,2.3,low
3471,Paris,1,27,344534,2019,0,0,3.7,high
3472,Paris,2,67,760550,2020,0,0,4.3,high
3473,Paris,1,76,783390,2013,0,0,3.2,medium
3474,Lyon,1,85,567954,2019,1,1,4.0,medium
